USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
VA	5170715	02629038	Scotland CDP	57	S	2345443	0	       0.906	       0.000	 37.181078	 -76.796501                                                                                                        
VA	5170752	02391404	Scottsburg town	43	A	1916995	9371	       0.740	       0.004	 36.759192	 -78.791174                                                                                                  
VA	5170800	02391405	Scottsville town	43	A	3962639	28703	       1.530	       0.011	 37.811275	 -78.488222                                                                                                
VA	5171040	02629039	Sedley CDP	57	S	8762003	3110	       3.383	       0.001	 36.776931	 -76.989939                                                                                                       
VA	5171072	02390272	Selma CDP	57	S	1008021	0	       0.389	       0.000	 37.803276	 -79.849933                                                                                                           
VA	5171216	02390277	Seven Corners CDP	57	S	1764397	7157	       0.681	       0.003	 38.865522	 -77.144814                                                                                                
VA	5171264	02629842	Seven Mile Ford CDP	57	S	3735661	52471	       1.442	       0.020	 36.815556	 -81.632203                                                                                             
VA	5171625	02630782	Shawneeland CDP	57	S	19057080	91687	       7.358	       0.035	 39.195895	 -78.345823                                                                                                
VA	5171632	02390286	Shawsville CDP	57	S	6163998	59507	       2.380	       0.023	 37.170370	 -80.254418                                                                                                  
VA	5171776	02391410	Shenandoah town	43	A	5640556	230730	       2.178	       0.089	 38.487131	 -78.616451                                                                                                
VA	5171810	02629750	Shenandoah Farms CDP	57	S	29099852	393861	      11.236	       0.152	 38.971697	 -78.033537                                                                                          
VA	5171825	02629751	Shenandoah Retreat CDP	57	S	3900699	201866	       1.506	       0.078	 39.139346	 -77.862643                                                                                         
VA	5171826	02629749	Shenandoah Shores CDP	57	S	2513913	267520	       0.971	       0.103	 38.962187	 -78.140160                                                                                          
VA	5171904	02390293	Sherando CDP	57	S	18303003	183370	       7.067	       0.071	 37.990092	 -78.942483                                                                                                  
VA	5172080	02584918	Shipman CDP	57	S	6994113	0	       2.700	       0.000	 37.727242	 -78.842287                                                                                                         
VA	5172272	02390298	Short Pump CDP	57	S	23176789	301826	       8.949	       0.117	 37.656588	 -77.619965                                                                                                
VA	5172935	02629748	Skyland Estates CDP	57	S	6199670	28912	       2.394	       0.011	 38.931819	 -78.086185                                                                                             
VA	5173200	02391413	Smithfield town	43	A	24501919	2390075	       9.460	       0.923	 36.971873	 -76.612997                                                                                              
VA	5173376	02584919	Snowville CDP	57	S	5626802	63102	       2.173	       0.024	 37.021568	 -80.579402                                                                                                   
VA	5173624	02629845	Southampton Meadows CDP	57	S	740742	0	       0.286	       0.000	 36.591619	 -76.929289                                                                                              
VA	5173712	02391421	South Boston town	43	A	33833870	240180	      13.063	       0.093	 36.711825	 -78.913354                                                                                             
VA	5173760	02584920	Southern Gateway CDP	57	S	8323876	14473	       3.214	       0.006	 38.344825	 -77.502889                                                                                            
VA	5173904	02391422	South Hill town	43	A	25448974	73342	       9.826	       0.028	 36.725662	 -78.128886                                                                                                
VA	5174100	02584921	South Riding CDP	57	S	17703266	193723	       6.835	       0.075	 38.911658	 -77.513282                                                                                              
VA	5174120	02584922	South Run CDP	57	S	6547627	169827	       2.528	       0.066	 38.748317	 -77.273197                                                                                                  
VA	5174160	02584923	Southside Chesconessex CDP	57	S	3502698	0	       1.352	       0.000	 37.743966	 -75.778684                                                                                          
VA	5174384	02629040	Sperryville CDP	57	S	2308446	2055	       0.891	       0.001	 38.655516	 -78.236080                                                                                                  
VA	5174470	02390330	Spotsylvania Courthouse CDP	57	S	26999659	251448	      10.425	       0.097	 38.197896	 -77.587909                                                                                   
VA	5174592	02390341	Springfield CDP	57	S	20335212	162120	       7.851	       0.063	 38.781571	 -77.183921                                                                                               
VA	5174848	02629846	Springville CDP	57	S	19336322	2151	       7.466	       0.001	 37.187632	 -81.390173                                                                                                 
VA	5174916	02584924	Stafford Courthouse CDP	57	S	11075304	35017	       4.276	       0.014	 38.414916	 -77.415702                                                                                        
VA	5175008	02391425	Stanardsville town	43	A	925411	0	       0.357	       0.000	 38.299064	 -78.436778                                                                                                   
VA	5175024	02391426	Stanley town	43	A	3709282	5342	       1.432	       0.002	 38.581040	 -78.499403                                                                                                     
VA	5175040	02390352	Stanleytown CDP	57	S	7030314	0	       2.714	       0.000	 36.751197	 -79.952174                                                                                                     
VA	5175216	01789075	Staunton city	25	A	51705587	153023	      19.964	       0.059	 38.158056	 -79.061501                                                                                                 
VA	5175344	02391428	Stephens City town	43	A	6181484	76018	       2.387	       0.029	 39.093138	 -78.218326                                                                                              
VA	5175376	02584925	Sterling CDP	57	S	14121866	70739	       5.452	       0.027	 39.004733	 -77.405368                                                                                                   
VA	5175702	02584926	Stone Ridge CDP	57	S	6476614	39579	       2.501	       0.015	 38.926617	 -77.557252                                                                                                 
VA	5175840	02391429	Stony Creek town	43	A	1491509	0	       0.576	       0.000	 36.948010	 -77.400067                                                                                                    
VA	5176000	02391430	Strasburg town	43	A	9709127	153020	       3.749	       0.059	 38.995332	 -78.344878                                                                                                 
VA	5176256	02391431	Stuart town	43	A	8393521	0	       3.241	       0.000	 36.641104	 -80.268889                                                                                                         
VA	5176272	02390367	Stuarts Draft CDP	57	S	51326663	526355	      19.817	       0.203	 38.024513	 -79.031989                                                                                             
VA	5176416	02390370	Sudley CDP	57	S	7176801	45585	       2.771	       0.018	 38.786758	 -77.499010                                                                                                      
VA	5176432	01498560	Suffolk city	25	A	1033802700	77060544	     399.153	      29.753	 36.697157	 -76.634781                                                                                              
VA	5176448	02390371	Sugar Grove CDP	57	S	7548892	5546	       2.915	       0.002	 36.769289	 -81.406907                                                                                                  
VA	5176464	02584927	Sugarland Run CDP	57	S	5202556	58720	       2.009	       0.023	 39.032558	 -77.366631                                                                                               
VA	5176880	02391434	Surry town	43	A	2141656	0	       0.827	       0.000	 37.137071	 -76.833275                                                                                                          
VA	5176912	02629041	Sussex CDP	57	S	12169277	0	       4.699	       0.000	 36.917359	 -77.271869                                                                                                         
VA	5177520	02391438	Tangier town	43	A	1402354	2201	       0.541	       0.001	 37.823436	 -75.992811                                                                                                     
VA	5177568	02391439	Tappahannock town	43	A	6720500	196670	       2.595	       0.076	 37.912387	 -76.866012                                                                                              
VA	5177648	02584928	Tasley CDP	57	S	2763905	0	       1.067	       0.000	 37.712450	 -75.697033                                                                                                          
VA	5177792	02391440	Tazewell town	43	A	17908936	208389	       6.915	       0.080	 37.128924	 -81.506526                                                                                                 
VA	5177856	02584929	Temperanceville CDP	57	S	8838790	3420	       3.413	       0.001	 37.907283	 -75.557927                                                                                              
VA	5177925	02629847	Templeton CDP	57	S	5360428	0	       2.070	       0.000	 37.081004	 -77.356322                                                                                                       
VA	5178192	02391443	The Plains town	43	A	685845	0	       0.265	       0.000	 38.862007	 -77.774457                                                                                                      
VA	5178532	02584930	Thynedale CDP	57	S	1915065	0	       0.739	       0.000	 36.818218	 -78.477468                                                                                                       
VA	5178688	02390391	Timberlake CDP	57	S	29005683	327644	      11.199	       0.127	 37.316141	 -79.247226                                                                                                
VA	5178736	02391446	Timberville town	43	A	3281279	47830	       1.267	       0.018	 38.633402	 -78.770304                                                                                                
VA	5179024	02391447	Toms Brook town	43	A	374613	12678	       0.145	       0.005	 38.947546	 -78.439377                                                                                                  
VA	5179360	02390404	Triangle CDP	57	S	7289481	457651	       2.814	       0.177	 38.547151	 -77.318494                                                                                                   
VA	5179456	02391451	Troutdale town	43	A	8091748	4757	       3.124	       0.002	 36.695983	 -81.437517                                                                                                   
VA	5179472	02391452	Troutville town	43	A	1792101	0	       0.692	       0.000	 37.416660	 -79.878090                                                                                                     
VA	5179560	02390409	Tuckahoe CDP	57	S	53035204	3409796	      20.477	       1.317	 37.587280	 -77.588153                                                                                                 
VA	5179768	02629848	Twin Lakes CDP	57	S	3080083	241768	       1.189	       0.093	 38.249804	 -78.442772                                                                                                 
VA	5179952	02390414	Tysons Corner CDP	57	S	11045795	28113	       4.265	       0.011	 38.921355	 -77.227621                                                                                              
VA	5180000	02390416	Union Hall CDP	57	S	37556456	9008840	      14.501	       3.478	 37.022090	 -79.680782                                                                                               
VA	5180016	02584931	Union Level CDP	57	S	9566321	0	       3.694	       0.000	 36.707114	 -78.231843                                                                                                     
VA	5180120	02584932	University Center CDP	57	S	2388407	81012	       0.922	       0.031	 39.062537	 -77.445534                                                                                           
VA	5180165	02629042	University of Virginia CDP	57	S	4581536	11479	       1.769	       0.004	 38.034991	 -78.520482                                                                                      
VA	5180272	02391458	Urbanna town	43	A	1096097	220778	       0.423	       0.085	 37.639887	 -76.575138                                                                                                   
VA	5180608	02390428	Vansant CDP	57	S	7802643	102780	       3.013	       0.040	 37.238921	 -82.099102                                                                                                    
VA	5180864	02390431	Verona CDP	57	S	19521846	177718	       7.537	       0.069	 38.194307	 -79.009469                                                                                                    
VA	5181024	02391459	Victoria town	43	A	7294074	87105	       2.816	       0.034	 36.994444	 -78.224298                                                                                                   
VA	5181072	02391461	Vienna town	43	A	11415107	17193	       4.407	       0.007	 38.898576	 -77.258323                                                                                                    
VA	5181152	02390434	Villa Heights CDP	57	S	2483541	11928	       0.959	       0.005	 36.702171	 -79.894608                                                                                               
VA	5181280	02391462	Vinton town	43	A	8147918	88455	       3.146	       0.034	 37.274236	 -79.888194                                                                                                     
VA	5181312	02391464	Virgilina town	43	A	1590176	6034	       0.614	       0.002	 36.545675	 -78.775213                                                                                                   
VA	5182000	01498559	Virginia Beach city	25	A	633821720	654694207	     244.720	     252.779	 36.779985	 -76.025209                                                                                       
VA	5182320	02391465	Wachapreague town	43	A	606954	0	       0.234	       0.000	 37.606308	 -75.689640                                                                                                    
VA	5182371	02584933	Wakefield CDP	57	S	9772848	87551	       3.773	       0.034	 38.824691	 -77.242953                                                                                                   
VA	5182384	02391466	Wakefield town	43	A	3223748	104436	       1.245	       0.040	 36.969126	 -76.988096                                                                                                 
VA	5183056	02584934	Warfield CDP	57	S	6118364	0	       2.362	       0.000	 36.897538	 -77.819323                                                                                                        
VA	5183088	02629043	Warm Springs CDP	57	S	3913553	530	       1.511	       0.000	 38.045019	 -79.778693                                                                                                  
VA	5183136	02391469	Warrenton town	43	A	11651183	14799	       4.499	       0.006	 38.717817	 -77.797316                                                                                                 
VA	5183168	02391470	Warsaw town	43	A	7924719	0	       3.060	       0.000	 37.960254	 -76.761051                                                                                                         
VA	5183248	02391471	Washington town	43	A	680127	3380	       0.263	       0.001	 38.711733	 -78.159959                                                                                                   
VA	5183568	02584935	Wattsville CDP	57	S	10456771	259162	       4.037	       0.100	 37.931864	 -75.497295                                                                                                
VA	5183600	02391473	Waverly town	43	A	7989891	0	       3.085	       0.000	 37.034024	 -77.095596                                                                                                        
VA	5183680	01498443	Waynesboro city	25	A	38927994	410156	      15.030	       0.158	 38.067157	 -78.901420                                                                                               
VA	5183808	02391475	Weber City town	43	A	4577716	24979	       1.767	       0.010	 36.623721	 -82.563351                                                                                                 
VA	5184368	02389981	West Falls Church CDP	57	S	12917650	100782	       4.988	       0.039	 38.865559	 -77.187699                                                                                         
VA	5184632	02390495	Westlake Corner CDP	57	S	26084282	3620586	      10.071	       1.398	 37.118396	 -79.697853                                                                                          
VA	5184960	02391480	West Point town	43	A	13080624	4171187	       5.050	       1.611	 37.552191	 -76.801820                                                                                              
VA	5184976	02390492	West Springfield CDP	57	S	12463131	81336	       4.812	       0.031	 38.775195	 -77.224652                                                                                           
VA	5185184	02390500	Weyers Cave CDP	57	S	17089566	97960	       6.598	       0.038	 38.284553	 -78.912417                                                                                                
VA	5185600	02391483	White Stone town	43	A	2533612	5256	       0.978	       0.002	 37.644737	 -76.389965                                                                                                 
VA	5185608	02584936	Whitesville CDP	57	S	885800	0	       0.342	       0.000	 37.781570	 -75.663647                                                                                                      
VA	5186160	01789076	Williamsburg city	25	A	23098592	416082	       8.918	       0.161	 37.269481	 -76.708193                                                                                             
VA	5186720	01789077	Winchester city	25	A	23918428	53195	       9.235	       0.021	 39.173869	 -78.176356                                                                                                
VA	5186784	02391488	Windsor town	43	A	10398134	42347	       4.015	       0.016	 36.810870	 -76.738079                                                                                                   
VA	5187008	02584937	Wintergreen CDP	57	S	22783804	2968	       8.797	       0.001	 37.912142	 -78.929889                                                                                                 
VA	5187072	02391490	Wise town	43	A	7899836	26485	       3.050	       0.010	 36.976692	 -82.580655                                                                                                       
VA	5187240	02390524	Wolf Trap CDP	57	S	25375030	138334	       9.797	       0.053	 38.937348	 -77.282859                                                                                                 
VA	5187312	02390528	Woodbridge CDP	57	S	4155527	1525774	       1.604	       0.589	 38.654353	 -77.237111                                                                                                
VA	5187333	02584938	Woodburn CDP	57	S	7230777	54398	       2.792	       0.021	 38.849429	 -77.226507                                                                                                    
VA	5187380	02629849	Woodlake CDP	57	S	6272875	1684111	       2.422	       0.650	 37.420090	 -77.677218                                                                                                  
VA	5187408	02390533	Woodlawn CDP	57	S	49760486	133728	      19.213	       0.052	 36.738767	 -80.809459                                                                                                  
VA	5187410	02584939	Woodlawn CDP	57	S	5938122	25413	       2.293	       0.010	 38.732885	 -77.115170                                                                                                    
VA	5187712	02391494	Woodstock town	43	A	10119178	21265	       3.907	       0.008	 38.872115	 -78.517130                                                                                                 
VA	5187960	02390545	Wyndham CDP	57	S	9471207	58748	       3.657	       0.023	 37.692179	 -77.610726                                                                                                     
VA	5188000	02391497	Wytheville town	43	A	37527342	239806	      14.489	       0.093	 36.953385	 -81.088438                                                                                               
VA	5188145	02584940	Yogaville CDP	57	S	13184843	588418	       5.091	       0.227	 37.665120	 -78.692419                                                                                                 
VA	5188176	02390552	Yorkshire CDP	57	S	6222055	69599	       2.402	       0.027	 38.788994	 -77.449867                                                                                                   
VA	5188240	02390553	Yorktown CDP	57	S	1634914	28955	       0.631	       0.011	 37.234015	 -76.518202                                                                                                    
